date,hour,type,dongsi
20140626,0,PM2.5,162.6
20140626,0,AQI,146
20140626,1,PM2.5,192.8
20140626,1,AQI,153
20140626,2,PM2.5,198.8
20140626,2,AQI,161
20140626,3,PM2.5,207.2
20140626,3,AQI,169
20140626,4,PM2.5,208.8
20140626,4,AQI,176
20140626,5,PM2.5,206.8
20140626,5,AQI,184
20140626,6,PM2.5,202.5
20140626,6,AQI,191
20140626,7,PM2.5,194
20140626,7,AQI,197
20140626,8,PM2.5,175.8
20140626,8,AQI,202
20140626,9,PM2.5,170.1
20140626,9,AQI,205
20140626,10,PM2.5,143.5
20140626,10,AQI,207
20140626,11,PM2.5,128.8
20140626,11,AQI,207
20140626,12,PM2.5,116.6
20140626,12,AQI,208
20140626,13,PM2.5,108.3
20140626,13,AQI,208
20140626,14,PM2.5,90.8
20140626,14,AQI,207
20140626,15,PM2.5,106.6
20140626,15,AQI,206
20140626,16,PM2.5,148
20140626,16,AQI,207
20140626,17,PM2.5,130.3
20140626,17,AQI,207
20140626,18,PM2.5,119.2
20140626,18,AQI,206
20140626,19,PM2.5,120.9
20140626,19,AQI,206
20140626,20,PM2.5,71.5
20140626,20,AQI,203
20140626,21,PM2.5,64.7
20140626,21,AQI,200
20140626,22,PM2.5,84.4
20140626,22,AQI,196
20140626,23,PM2.5,86.9
20140626,23,AQI,191
