date,hour,type,dongsi
20141011,0,PM2.5,
20141011,0,AQI,
20141011,1,PM2.5,
20141011,1,AQI,
20141011,2,PM2.5,218.6
20141011,2,AQI,303
20141011,3,PM2.5,212.4
20141011,3,AQI,299
20141011,4,PM2.5,223.3
20141011,4,AQI,296
20141011,5,PM2.5,233.3
20141011,5,AQI,293
20141011,6,PM2.5,229.5
20141011,6,AQI,291
20141011,7,PM2.5,209.7
20141011,7,AQI,288
20141011,8,PM2.5,181.8
20141011,8,AQI,284
20141011,9,PM2.5,170.5
20141011,9,AQI,280
20141011,10,PM2.5,168.8
20141011,10,AQI,276
20141011,11,PM2.5,184.4
20141011,11,AQI,272
20141011,12,PM2.5,187.6
20141011,12,AQI,268
20141011,13,PM2.5,193.8
20141011,13,AQI,264
20141011,14,PM2.5,192.8
20141011,14,AQI,261
20141011,15,PM2.5,185.3
20141011,15,AQI,259
20141011,16,PM2.5,182.8
20141011,16,AQI,258
20141011,17,PM2.5,214
20141011,17,AQI,259
20141011,18,PM2.5,105.1
20141011,18,AQI,254
20141011,19,PM2.5,3
20141011,19,AQI,244
20141011,20,PM2.5,3
20141011,20,AQI,232
20141011,21,PM2.5,3
20141011,21,AQI,219
20141011,22,PM2.5,3
20141011,22,AQI,208
20141011,23,PM2.5,3
20141011,23,AQI,201
