date,hour,type,dongsi
20140831,0,PM2.5,87
20140831,0,AQI,204
20140831,1,PM2.5,100
20140831,1,AQI,203
20140831,2,PM2.5,99.2
20140831,2,AQI,202
20140831,3,PM2.5,109.9
20140831,3,AQI,201
20140831,4,PM2.5,78.6
20140831,4,AQI,196
20140831,5,PM2.5,58.2
20140831,5,AQI,189
20140831,6,PM2.5,66
20140831,6,AQI,184
20140831,7,PM2.5,75.1
20140831,7,AQI,179
20140831,8,PM2.5,76
20140831,8,AQI,175
20140831,9,PM2.5,75.2
20140831,9,AQI,170
20140831,10,PM2.5,83.7
20140831,10,AQI,166
20140831,11,PM2.5,92.8
20140831,11,AQI,162
20140831,12,PM2.5,61
20140831,12,AQI,155
20140831,13,PM2.5,71.8
20140831,13,AQI,147
20140831,14,PM2.5,77.8
20140831,14,AQI,141
20140831,15,PM2.5,83.5
20140831,15,AQI,136
20140831,16,PM2.5,96.2
20140831,16,AQI,134
20140831,17,PM2.5,81.8
20140831,17,AQI,130
20140831,18,PM2.5,75.9
20140831,18,AQI,125
20140831,19,PM2.5,77.9
20140831,19,AQI,121
20140831,20,PM2.5,86
20140831,20,AQI,117
20140831,21,PM2.5,97.2
20140831,21,AQI,114
20140831,22,PM2.5,103.6
20140831,22,AQI,112
20140831,23,PM2.5,105.1
20140831,23,AQI,112
