date,hour,type,dongsi
20140616,0,PM2.5,130.9
20140616,0,AQI,156
20140616,1,PM2.5,119.8
20140616,1,AQI,155
20140616,2,PM2.5,98.5
20140616,2,AQI,155
20140616,3,PM2.5,106.3
20140616,3,AQI,156
20140616,4,PM2.5,112.7
20140616,4,AQI,157
20140616,5,PM2.5,129.6
20140616,5,AQI,156
20140616,6,PM2.5,149.9
20140616,6,AQI,155
20140616,7,PM2.5,156.6
20140616,7,AQI,154
20140616,8,PM2.5,157.9
20140616,8,AQI,155
20140616,9,PM2.5,170.8
20140616,9,AQI,158
20140616,10,PM2.5,180.8
20140616,10,AQI,161
20140616,11,PM2.5,193.9
20140616,11,AQI,166
20140616,12,PM2.5,195.4
20140616,12,AQI,171
20140616,13,PM2.5,198.8
20140616,13,AQI,178
20140616,14,PM2.5,182.4
20140616,14,AQI,182
20140616,15,PM2.5,154.8
20140616,15,AQI,183
20140616,16,PM2.5,120.5
20140616,16,AQI,180
20140616,17,PM2.5,112.5
20140616,17,AQI,177
20140616,18,PM2.5,116.5
20140616,18,AQI,177
20140616,19,PM2.5,115.2
20140616,19,AQI,180
20140616,20,PM2.5,114.8
20140616,20,AQI,183
20140616,21,PM2.5,119
20140616,21,AQI,185
20140616,22,PM2.5,118
20140616,22,AQI,187
20140616,23,PM2.5,123.8
20140616,23,AQI,187
