date,hour,type,dongsi
20140127,0,PM2.5,115
20140127,0,AQI,73
20140127,1,PM2.5,101
20140127,1,AQI,77
20140127,2,PM2.5,101
20140127,2,AQI,81
20140127,3,PM2.5,107
20140127,3,AQI,86
20140127,4,PM2.5,96
20140127,4,AQI,90
20140127,5,PM2.5,94
20140127,5,AQI,94
20140127,6,PM2.5,97
20140127,6,AQI,98
20140127,7,PM2.5,97
20140127,7,AQI,103
20140127,8,PM2.5,114
20140127,8,AQI,108
20140127,9,PM2.5,115
20140127,9,AQI,113
20140127,10,PM2.5,125
20140127,10,AQI,119
20140127,11,PM2.5,133
20140127,11,AQI,125
20140127,12,PM2.5,114
20140127,12,AQI,126
20140127,13,PM2.5,134
20140127,13,AQI,128
20140127,14,PM2.5,147
20140127,14,AQI,134
20140127,15,PM2.5,127
20140127,15,AQI,138
20140127,16,PM2.5,46
20140127,16,AQI,137
20140127,17,PM2.5,38
20140127,17,AQI,136
20140127,18,PM2.5,14
20140127,18,AQI,133
20140127,19,PM2.5,13
20140127,19,AQI,129
20140127,20,PM2.5,18
20140127,20,AQI,125
20140127,21,PM2.5,11
20140127,21,AQI,120
20140127,22,PM2.5,8
20140127,22,AQI,115
20140127,23,PM2.5,8
20140127,23,AQI,109
