date,hour,type,dongsi
20140211,0,PM2.5,71
20140211,0,AQI,37
20140211,1,PM2.5,77
20140211,1,AQI,41
20140211,2,PM2.5,80
20140211,2,AQI,45
20140211,3,PM2.5,84
20140211,3,AQI,50
20140211,4,PM2.5,110
20140211,4,AQI,55
20140211,5,PM2.5,109
20140211,5,AQI,60
20140211,6,PM2.5,114
20140211,6,AQI,66
20140211,7,PM2.5,94
20140211,7,AQI,70
20140211,8,PM2.5,69
20140211,8,AQI,73
20140211,9,PM2.5,58
20140211,9,AQI,75
20140211,10,PM2.5,62
20140211,10,AQI,78
20140211,11,PM2.5,
20140211,11,AQI,78
20140211,12,PM2.5,
20140211,12,AQI,
20140211,13,PM2.5,63
20140211,13,AQI,80
20140211,14,PM2.5,108
20140211,14,AQI,85
20140211,15,PM2.5,144
20140211,15,AQI,92
20140211,16,PM2.5,126
20140211,16,AQI,97
20140211,17,PM2.5,119
20140211,17,AQI,102
20140211,18,PM2.5,177
20140211,18,AQI,111
20140211,19,PM2.5,210
20140211,19,AQI,120
20140211,20,PM2.5,190
20140211,20,AQI,128
20140211,21,PM2.5,185
20140211,21,AQI,135
20140211,22,PM2.5,183
20140211,22,AQI,142
20140211,23,PM2.5,189
20140211,23,AQI,149
