date,hour,type,dongsi
20131212,0,PM2.5,47
20131212,0,AQI,36
20131212,1,PM2.5,52
20131212,1,AQI,39
20131212,2,PM2.5,40
20131212,2,AQI,41
20131212,3,PM2.5,44
20131212,3,AQI,43
20131212,4,PM2.5,30
20131212,4,AQI,45
20131212,5,PM2.5,15
20131212,5,AQI,45
20131212,6,PM2.5,6
20131212,6,AQI,45
20131212,7,PM2.5,13
20131212,7,AQI,46
20131212,8,PM2.5,12
20131212,8,AQI,46
20131212,9,PM2.5,3
20131212,9,AQI,46
20131212,10,PM2.5,11
20131212,10,AQI,45
20131212,11,PM2.5,3
20131212,11,AQI,43
20131212,12,PM2.5,6
20131212,12,AQI,42
20131212,13,PM2.5,10
20131212,13,AQI,41
20131212,14,PM2.5,9
20131212,14,AQI,41
20131212,15,PM2.5,8
20131212,15,AQI,40
20131212,16,PM2.5,8
20131212,16,AQI,38
20131212,17,PM2.5,17
20131212,17,AQI,38
20131212,18,PM2.5,8
20131212,18,AQI,36
20131212,19,PM2.5,8
20131212,19,AQI,34
20131212,20,PM2.5,9
20131212,20,AQI,32
20131212,21,PM2.5,8
20131212,21,AQI,30
20131212,22,PM2.5,16
20131212,22,AQI,28
20131212,23,PM2.5,18
20131212,23,AQI,27
