date,hour,type,dongsi
20141129,0,PM2.5,182.8
20141129,0,AQI,101
20141129,1,PM2.5,192.6
20141129,1,AQI,108
20141129,2,PM2.5,198.1
20141129,2,AQI,118
20141129,3,PM2.5,202.3
20141129,3,AQI,127
20141129,4,PM2.5,208.8
20141129,4,AQI,137
20141129,5,PM2.5,214.8
20141129,5,AQI,146
20141129,6,PM2.5,212.5
20141129,6,AQI,156
20141129,7,PM2.5,193.2
20141129,7,AQI,164
20141129,8,PM2.5,207.4
20141129,8,AQI,173
20141129,9,PM2.5,217.5
20141129,9,AQI,182
20141129,10,PM2.5,223.4
20141129,10,AQI,192
20141129,11,PM2.5,225.9
20141129,11,AQI,202
20141129,12,PM2.5,234
20141129,12,AQI,209
20141129,13,PM2.5,266.5
20141129,13,AQI,218
20141129,14,PM2.5,268.2
20141129,14,AQI,227
20141129,15,PM2.5,301.2
20141129,15,AQI,237
20141129,16,PM2.5,293.9
20141129,16,AQI,247
20141129,17,PM2.5,289.4
20141129,17,AQI,256
20141129,18,PM2.5,253.5
20141129,18,AQI,264
20141129,19,PM2.5,259.9
20141129,19,AQI,271
20141129,20,PM2.5,255.2
20141129,20,AQI,276
20141129,21,PM2.5,243.9
20141129,21,AQI,279
20141129,22,PM2.5,225.2
20141129,22,AQI,282
20141129,23,PM2.5,222.9
20141129,23,AQI,283
