date,hour,type,dongsi
20140124,0,PM2.5,260
20140124,0,AQI,295
20140124,1,PM2.5,268
20140124,1,AQI,297
20140124,2,PM2.5,264
20140124,2,AQI,296
20140124,3,PM2.5,256
20140124,3,AQI,295
20140124,4,PM2.5,229
20140124,4,AQI,291
20140124,5,PM2.5,216
20140124,5,AQI,289
20140124,6,PM2.5,210
20140124,6,AQI,287
20140124,7,PM2.5,210
20140124,7,AQI,287
20140124,8,PM2.5,207
20140124,8,AQI,287
20140124,9,PM2.5,215
20140124,9,AQI,289
20140124,10,PM2.5,182
20140124,10,AQI,286
20140124,11,PM2.5,181
20140124,11,AQI,285
20140124,12,PM2.5,152
20140124,12,AQI,283
20140124,13,PM2.5,108
20140124,13,AQI,278
20140124,14,PM2.5,79
20140124,14,AQI,273
20140124,15,PM2.5,83
20140124,15,AQI,267
20140124,16,PM2.5,60
20140124,16,AQI,261
20140124,17,PM2.5,35
20140124,17,AQI,253
20140124,18,PM2.5,28
20140124,18,AQI,243
20140124,19,PM2.5,28
20140124,19,AQI,233
20140124,20,PM2.5,25
20140124,20,AQI,222
20140124,21,PM2.5,21
20140124,21,AQI,211
20140124,22,PM2.5,21
20140124,22,AQI,200
20140124,23,PM2.5,45
20140124,23,AQI,187
