date,hour,type,dongsi
20140815,0,PM2.5,26
20140815,0,AQI,49
20140815,1,PM2.5,25.3
20140815,1,AQI,49
20140815,2,PM2.5,35.3
20140815,2,AQI,50
20140815,3,PM2.5,34.8
20140815,3,AQI,50
20140815,4,PM2.5,28.4
20140815,4,AQI,50
20140815,5,PM2.5,21.9
20140815,5,AQI,50
20140815,6,PM2.5,29.7
20140815,6,AQI,50
20140815,7,PM2.5,91.6
20140815,7,AQI,53
20140815,8,PM2.5,111.2
20140815,8,AQI,57
20140815,9,PM2.5,119.1
20140815,9,AQI,61
20140815,10,PM2.5,95.9
20140815,10,AQI,64
20140815,11,PM2.5,54.5
20140815,11,AQI,66
20140815,12,PM2.5,38.5
20140815,12,AQI,66
20140815,13,PM2.5,19.6
20140815,13,AQI,65
20140815,14,PM2.5,22.3
20140815,14,AQI,62
20140815,15,PM2.5,24
20140815,15,AQI,61
20140815,16,PM2.5,33.2
20140815,16,AQI,102
20140815,17,PM2.5,54.4
20140815,17,AQI,120
20140815,18,PM2.5,29.1
20140815,18,AQI,75
20140815,19,PM2.5,24.5
20140815,19,AQI,61
20140815,20,PM2.5,24.4
20140815,20,AQI,61
20140815,21,PM2.5,30.6
20140815,21,AQI,61
20140815,22,PM2.5,40.1
20140815,22,AQI,61
20140815,23,PM2.5,39.4
20140815,23,AQI,62
