date,hour,type,dongsi
20140715,0,PM2.5,18.8
20140715,0,AQI,41
20140715,1,PM2.5,56.2
20140715,1,AQI,41
20140715,2,PM2.5,39.9
20140715,2,AQI,40
20140715,3,PM2.5,32.8
20140715,3,AQI,40
20140715,4,PM2.5,29.8
20140715,4,AQI,40
20140715,5,PM2.5,36.1
20140715,5,AQI,41
20140715,6,PM2.5,40
20140715,6,AQI,42
20140715,7,PM2.5,36.8
20140715,7,AQI,43
20140715,8,PM2.5,40.9
20140715,8,AQI,44
20140715,9,PM2.5,48.5
20140715,9,AQI,46
20140715,10,PM2.5,52.8
20140715,10,AQI,48
20140715,11,PM2.5,54.3
20140715,11,AQI,50
20140715,12,PM2.5,56.6
20140715,12,AQI,52
20140715,13,PM2.5,54.4
20140715,13,AQI,64
20140715,14,PM2.5,48.7
20140715,14,AQI,70
20140715,15,PM2.5,58.2
20140715,15,AQI,77
20140715,16,PM2.5,61
20140715,16,AQI,83
20140715,17,PM2.5,49.8
20140715,17,AQI,84
20140715,18,PM2.5,49.5
20140715,18,AQI,82
20140715,19,PM2.5,46.4
20140715,19,AQI,60
20140715,20,PM2.5,57.5
20140715,20,AQI,61
20140715,21,PM2.5,63
20140715,21,AQI,62
20140715,22,PM2.5,67.2
20140715,22,AQI,65
20140715,23,PM2.5,80.5
20140715,23,AQI,68
