date,hour,type,dongsi
20141121,0,PM2.5,458.6
20141121,0,AQI,328
20141121,1,PM2.5,451.6
20141121,1,AQI,335
20141121,2,PM2.5,419.5
20141121,2,AQI,341
20141121,3,PM2.5,346.1
20141121,3,AQI,345
20141121,4,PM2.5,328.5
20141121,4,AQI,348
20141121,5,PM2.5,299.1
20141121,5,AQI,350
20141121,6,PM2.5,290.9
20141121,6,AQI,351
20141121,7,PM2.5,282.7
20141121,7,AQI,352
20141121,8,PM2.5,285.5
20141121,8,AQI,354
20141121,9,PM2.5,254.9
20141121,9,AQI,356
20141121,10,PM2.5,204.2
20141121,10,AQI,355
20141121,11,PM2.5,
20141121,11,AQI,358
20141121,12,PM2.5,75.4
20141121,12,AQI,352
20141121,13,PM2.5,69.4
20141121,13,AQI,344
20141121,14,PM2.5,60
20141121,14,AQI,337
20141121,15,PM2.5,65
20141121,15,AQI,329
20141121,16,PM2.5,42.9
20141121,16,AQI,320
20141121,17,PM2.5,6.7
20141121,17,AQI,308
20141121,18,PM2.5,3
20141121,18,AQI,296
20141121,19,PM2.5,34
20141121,19,AQI,285
20141121,20,PM2.5,122
20141121,20,AQI,279
20141121,21,PM2.5,25.7
20141121,21,AQI,268
20141121,22,PM2.5,22.4
20141121,22,AQI,251
20141121,23,PM2.5,17.2
20141121,23,AQI,232
