date,hour,type,dongsi
20140403,0,PM2.5,55
20140403,0,AQI,142
20140403,1,PM2.5,50
20140403,1,AQI,139
20140403,2,PM2.5,52
20140403,2,AQI,136
20140403,3,PM2.5,47
20140403,3,AQI,132
20140403,4,PM2.5,52
20140403,4,AQI,129
20140403,5,PM2.5,34
20140403,5,AQI,124
20140403,6,PM2.5,3
20140403,6,AQI,118
20140403,7,PM2.5,3
20140403,7,AQI,111
20140403,8,PM2.5,4
20140403,8,AQI,104
20140403,9,PM2.5,11
20140403,9,AQI,96
20140403,10,PM2.5,6
20140403,10,AQI,89
20140403,11,PM2.5,8
20140403,11,AQI,84
20140403,12,PM2.5,13
20140403,12,AQI,87
20140403,13,PM2.5,3
20140403,13,AQI,88
20140403,14,PM2.5,7
20140403,14,AQI,86
20140403,15,PM2.5,9
20140403,15,AQI,84
20140403,16,PM2.5,6
20140403,16,AQI,82
20140403,17,PM2.5,12
20140403,17,AQI,77
20140403,18,PM2.5,11
20140403,18,AQI,72
20140403,19,PM2.5,16
20140403,19,AQI,69
20140403,20,PM2.5,11
20140403,20,AQI,66
20140403,21,PM2.5,18
20140403,21,AQI,64
20140403,22,PM2.5,25
20140403,22,AQI,62
20140403,23,PM2.5,26
20140403,23,AQI,65
