date,hour,type,dongsi
20140506,0,PM2.5,42
20140506,0,AQI,55
20140506,1,PM2.5,48.1
20140506,1,AQI,56
20140506,2,PM2.5,44.3
20140506,2,AQI,56
20140506,3,PM2.5,48.2
20140506,3,AQI,55
20140506,4,PM2.5,64.7
20140506,4,AQI,57
20140506,5,PM2.5,55.7
20140506,5,AQI,58
20140506,6,PM2.5,53.9
20140506,6,AQI,58
20140506,7,PM2.5,59.8
20140506,7,AQI,60
20140506,8,PM2.5,55
20140506,8,AQI,62
20140506,9,PM2.5,55.8
20140506,9,AQI,64
20140506,10,PM2.5,61
20140506,10,AQI,67
20140506,11,PM2.5,65.8
20140506,11,AQI,68
20140506,12,PM2.5,
20140506,12,AQI,71
20140506,13,PM2.5,
20140506,13,AQI,71
20140506,14,PM2.5,
20140506,14,AQI,73
20140506,15,PM2.5,56.2
20140506,15,AQI,76
20140506,16,PM2.5,99.7
20140506,16,AQI,78
20140506,17,PM2.5,111.3
20140506,17,AQI,80
20140506,18,PM2.5,115.7
20140506,18,AQI,83
20140506,19,PM2.5,109.8
20140506,19,AQI,86
20140506,20,PM2.5,117.4
20140506,20,AQI,89
20140506,21,PM2.5,126.4
20140506,21,AQI,93
20140506,22,PM2.5,125.6
20140506,22,AQI,99
20140506,23,PM2.5,131.1
20140506,23,AQI,105
