date,hour,type,dongsi
20140601,0,PM2.5,71.4
20140601,0,AQI,143
20140601,1,PM2.5,69.3
20140601,1,AQI,142
20140601,2,PM2.5,56.2
20140601,2,AQI,141
20140601,3,PM2.5,49.6
20140601,3,AQI,140
20140601,4,PM2.5,40.3
20140601,4,AQI,138
20140601,5,PM2.5,38.6
20140601,5,AQI,135
20140601,6,PM2.5,47.3
20140601,6,AQI,133
20140601,7,PM2.5,51.3
20140601,7,AQI,131
20140601,8,PM2.5,39
20140601,8,AQI,128
20140601,9,PM2.5,37.9
20140601,9,AQI,124
20140601,10,PM2.5,34.2
20140601,10,AQI,120
20140601,11,PM2.5,26.7
20140601,11,AQI,115
20140601,12,PM2.5,30
20140601,12,AQI,110
20140601,13,PM2.5,27
20140601,13,AQI,104
20140601,14,PM2.5,30
20140601,14,AQI,99
20140601,15,PM2.5,34.4
20140601,15,AQI,94
20140601,16,PM2.5,33.1
20140601,16,AQI,88
20140601,17,PM2.5,39.7
20140601,17,AQI,83
20140601,18,PM2.5,71.1
20140601,18,AQI,80
20140601,19,PM2.5,39.1
20140601,19,AQI,75
20140601,20,PM2.5,56.5
20140601,20,AQI,71
20140601,21,PM2.5,60
20140601,21,AQI,67
20140601,22,PM2.5,48.8
20140601,22,AQI,64
20140601,23,PM2.5,52.5
20140601,23,AQI,63
