date,hour,type,dongsi
20140906,0,PM2.5,144.6
20140906,0,AQI,132
20140906,1,PM2.5,143.7
20140906,1,AQI,136
20140906,2,PM2.5,144.9
20140906,2,AQI,139
20140906,3,PM2.5,152.2
20140906,3,AQI,144
20140906,4,PM2.5,151.6
20140906,4,AQI,147
20140906,5,PM2.5,152.1
20140906,5,AQI,151
20140906,6,PM2.5,142
20140906,6,AQI,155
20140906,7,PM2.5,141.1
20140906,7,AQI,159
20140906,8,PM2.5,133.6
20140906,8,AQI,162
20140906,9,PM2.5,139
20140906,9,AQI,165
20140906,10,PM2.5,159.2
20140906,10,AQI,169
20140906,11,PM2.5,168.7
20140906,11,AQI,172
20140906,12,PM2.5,172.9
20140906,12,AQI,174
20140906,13,PM2.5,169.9
20140906,13,AQI,176
20140906,14,PM2.5,166.9
20140906,14,AQI,178
20140906,15,PM2.5,152.5
20140906,15,AQI,183
20140906,16,PM2.5,130.1
20140906,16,AQI,187
20140906,17,PM2.5,98.9
20140906,17,AQI,188
20140906,18,PM2.5,98.7
20140906,18,AQI,190
20140906,19,PM2.5,116.2
20140906,19,AQI,193
20140906,20,PM2.5,127.8
20140906,20,AQI,192
20140906,21,PM2.5,146.9
20140906,21,AQI,192
20140906,22,PM2.5,153.3
20140906,22,AQI,192
20140906,23,PM2.5,138.7
20140906,23,AQI,191
