date,hour,type,dongsi
20140419,0,PM2.5,
20140419,0,AQI,100
20140419,1,PM2.5,
20140419,1,AQI,99
20140419,2,PM2.5,
20140419,2,AQI,99
20140419,3,PM2.5,
20140419,3,AQI,99
20140419,4,PM2.5,
20140419,4,AQI,96
20140419,5,PM2.5,
20140419,5,AQI,94
20140419,6,PM2.5,
20140419,6,AQI,91
20140419,7,PM2.5,
20140419,7,AQI,90
20140419,8,PM2.5,
20140419,8,AQI,91
20140419,9,PM2.5,
20140419,9,AQI,90
20140419,10,PM2.5,
20140419,10,AQI,92
20140419,11,PM2.5,
20140419,11,AQI,90
20140419,12,PM2.5,
20140419,12,AQI,85
20140419,13,PM2.5,55
20140419,13,AQI,82
20140419,14,PM2.5,38
20140419,14,AQI,71
20140419,15,PM2.5,47
20140419,15,AQI,67
20140419,16,PM2.5,50
20140419,16,AQI,65
20140419,17,PM2.5,62
20140419,17,AQI,68
20140419,18,PM2.5,40
20140419,18,AQI,68
20140419,19,PM2.5,54
20140419,19,AQI,70
20140419,20,PM2.5,62
20140419,20,AQI,74
20140419,21,PM2.5,68
20140419,21,AQI,76
20140419,22,PM2.5,71
20140419,22,AQI,86
20140419,23,PM2.5,80
20140419,23,AQI,94
