date,hour,type,dongsi
20140706,0,PM2.5,213.3
20140706,0,AQI,180
20140706,1,PM2.5,230.4
20140706,1,AQI,183
20140706,2,PM2.5,244.8
20140706,2,AQI,188
20140706,3,PM2.5,237.3
20140706,3,AQI,192
20140706,4,PM2.5,227.1
20140706,4,AQI,197
20140706,5,PM2.5,220.8
20140706,5,AQI,201
20140706,6,PM2.5,236.9
20140706,6,AQI,205
20140706,7,PM2.5,246.8
20140706,7,AQI,209
20140706,8,PM2.5,251.5
20140706,8,AQI,213
20140706,9,PM2.5,245.7
20140706,9,AQI,217
20140706,10,PM2.5,238.9
20140706,10,AQI,221
20140706,11,PM2.5,237.2
20140706,11,AQI,226
20140706,12,PM2.5,230.1
20140706,12,AQI,230
20140706,13,PM2.5,216.2
20140706,13,AQI,235
20140706,14,PM2.5,222.1
20140706,14,AQI,241
20140706,15,PM2.5,204.6
20140706,15,AQI,246
20140706,16,PM2.5,193
20140706,16,AQI,250
20140706,17,PM2.5,190.5
20140706,17,AQI,254
20140706,18,PM2.5,185.5
20140706,18,AQI,258
20140706,19,PM2.5,189.6
20140706,19,AQI,262
20140706,20,PM2.5,213.5
20140706,20,AQI,266
20140706,21,PM2.5,229.7
20140706,21,AQI,271
20140706,22,PM2.5,232.6
20140706,22,AQI,273
20140706,23,PM2.5,202.9
20140706,23,AQI,273
