date,hour,type,dongsi
20141023,0,PM2.5,89.8
20141023,0,AQI,98
20141023,1,PM2.5,95
20141023,1,AQI,100
20141023,2,PM2.5,86.7
20141023,2,AQI,102
20141023,3,PM2.5,81.1
20141023,3,AQI,104
20141023,4,PM2.5,75.7
20141023,4,AQI,105
20141023,5,PM2.5,78.3
20141023,5,AQI,105
20141023,6,PM2.5,76.9
20141023,6,AQI,104
20141023,7,PM2.5,78.4
20141023,7,AQI,104
20141023,8,PM2.5,83.1
20141023,8,AQI,104
20141023,9,PM2.5,98
20141023,9,AQI,104
20141023,10,PM2.5,104.5
20141023,10,AQI,106
20141023,11,PM2.5,111.3
20141023,11,AQI,108
20141023,12,PM2.5,119.5
20141023,12,AQI,110
20141023,13,PM2.5,119.4
20141023,13,AQI,113
20141023,14,PM2.5,125.5
20141023,14,AQI,116
20141023,15,PM2.5,126.7
20141023,15,AQI,119
20141023,16,PM2.5,128.4
20141023,16,AQI,122
20141023,17,PM2.5,144.6
20141023,17,AQI,127
20141023,18,PM2.5,138.8
20141023,18,AQI,131
20141023,19,PM2.5,134.5
20141023,19,AQI,135
20141023,20,PM2.5,150.6
20141023,20,AQI,138
20141023,21,PM2.5,162.1
20141023,21,AQI,141
20141023,22,PM2.5,162.9
20141023,22,AQI,145
20141023,23,PM2.5,189.3
20141023,23,AQI,150
