date,hour,type,dongsi
20141005,0,PM2.5,55.5
20141005,0,AQI,90
20141005,1,PM2.5,65.1
20141005,1,AQI,88
20141005,2,PM2.5,70.6
20141005,2,AQI,88
20141005,3,PM2.5,69.7
20141005,3,AQI,88
20141005,4,PM2.5,61.8
20141005,4,AQI,88
20141005,5,PM2.5,64.2
20141005,5,AQI,88
20141005,6,PM2.5,58.7
20141005,6,AQI,89
20141005,7,PM2.5,52.5
20141005,7,AQI,90
20141005,8,PM2.5,35.7
20141005,8,AQI,90
20141005,9,PM2.5,19.7
20141005,9,AQI,89
20141005,10,PM2.5,3.1
20141005,10,AQI,87
20141005,11,PM2.5,3
20141005,11,AQI,84
20141005,12,PM2.5,3
20141005,12,AQI,81
20141005,13,PM2.5,
20141005,13,AQI,
20141005,14,PM2.5,5.7
20141005,14,AQI,74
20141005,15,PM2.5,8.7
20141005,15,AQI,70
20141005,16,PM2.5,6.7
20141005,16,AQI,66
20141005,17,PM2.5,4.1
20141005,17,AQI,62
20141005,18,PM2.5,5.2
20141005,18,AQI,58
20141005,19,PM2.5,7.9
20141005,19,AQI,53
20141005,20,PM2.5,24.6
20141005,20,AQI,50
20141005,21,PM2.5,43.9
20141005,21,AQI,47
20141005,22,PM2.5,41.3
20141005,22,AQI,46
20141005,23,PM2.5,33.4
20141005,23,AQI,45
