date,hour,type,dongsi
20131230,0,PM2.5,82
20131230,0,AQI,90
20131230,1,PM2.5,48
20131230,1,AQI,89
20131230,2,PM2.5,20
20131230,2,AQI,87
20131230,3,PM2.5,22
20131230,3,AQI,84
20131230,4,PM2.5,23
20131230,4,AQI,82
20131230,5,PM2.5,22
20131230,5,AQI,82
20131230,6,PM2.5,13
20131230,6,AQI,81
20131230,7,PM2.5,19
20131230,7,AQI,80
20131230,8,PM2.5,21
20131230,8,AQI,77
20131230,9,PM2.5,22
20131230,9,AQI,75
20131230,10,PM2.5,27
20131230,10,AQI,73
20131230,11,PM2.5,27
20131230,11,AQI,71
20131230,12,PM2.5,18
20131230,12,AQI,70
20131230,13,PM2.5,18
20131230,13,AQI,68
20131230,14,PM2.5,23
20131230,14,AQI,69
20131230,15,PM2.5,17
20131230,15,AQI,68
20131230,16,PM2.5,15
20131230,16,AQI,68
20131230,17,PM2.5,27
20131230,17,AQI,67
20131230,18,PM2.5,33
20131230,18,AQI,66
20131230,19,PM2.5,63
20131230,19,AQI,65
20131230,20,PM2.5,85
20131230,20,AQI,64
20131230,21,PM2.5,88
20131230,21,AQI,63
20131230,22,PM2.5,87
20131230,22,AQI,62
20131230,23,PM2.5,97
20131230,23,AQI,61
