date,hour,type,dongsi
20140429,2,PM2.5,75.7
20140429,2,AQI,81
20140429,3,PM2.5,79.1
20140429,3,AQI,83
20140429,4,PM2.5,77.6
20140429,4,AQI,85
20140429,5,PM2.5,76.1
20140429,5,AQI,87
20140429,6,PM2.5,67.1
20140429,6,AQI,88
20140429,7,PM2.5,69.7
20140429,7,AQI,88
20140429,8,PM2.5,74.9
20140429,8,AQI,89
20140429,9,PM2.5,96.6
20140429,9,AQI,90
20140429,10,PM2.5,87.6
20140429,10,AQI,90
20140429,11,PM2.5,85.4
20140429,11,AQI,91
20140429,12,PM2.5,98.6
20140429,12,AQI,92
20140429,13,PM2.5,101.2
20140429,13,AQI,94
20140429,14,PM2.5,89.5
20140429,14,AQI,95
20140429,15,PM2.5,74.7
20140429,15,AQI,97
20140429,16,PM2.5,76.9
20140429,16,AQI,99
20140429,17,PM2.5,63.8
20140429,17,AQI,99
20140429,18,PM2.5,138.4
20140429,18,AQI,104
20140429,19,PM2.5,70.1
20140429,19,AQI,104
20140429,20,PM2.5,74.1
20140429,20,AQI,105
20140429,21,PM2.5,90
20140429,21,AQI,106
20140429,22,PM2.5,
20140429,22,AQI,107
20140429,23,PM2.5,
20140429,23,AQI,108
