date,hour,type,dongsi
20141118,0,PM2.5,63.1
20141118,0,AQI,47
20141118,1,PM2.5,68
20141118,1,AQI,52
20141118,2,PM2.5,73.2
20141118,2,AQI,54
20141118,3,PM2.5,54.8
20141118,3,AQI,56
20141118,4,PM2.5,44.7
20141118,4,AQI,57
20141118,5,PM2.5,30.5
20141118,5,AQI,58
20141118,6,PM2.5,19
20141118,6,AQI,59
20141118,7,PM2.5,21.1
20141118,7,AQI,60
20141118,8,PM2.5,23
20141118,8,AQI,60
20141118,9,PM2.5,23.8
20141118,9,AQI,61
20141118,10,PM2.5,21.8
20141118,10,AQI,61
20141118,11,PM2.5,29.3
20141118,11,AQI,63
20141118,12,PM2.5,39.3
20141118,12,AQI,63
20141118,13,PM2.5,42.8
20141118,13,AQI,63
20141118,14,PM2.5,43.9
20141118,14,AQI,63
20141118,15,PM2.5,40.9
20141118,15,AQI,64
20141118,16,PM2.5,41.1
20141118,16,AQI,66
20141118,17,PM2.5,44.1
20141118,17,AQI,67
20141118,18,PM2.5,68.6
20141118,18,AQI,69
20141118,19,PM2.5,81.6
20141118,19,AQI,70
20141118,20,PM2.5,109.7
20141118,20,AQI,73
20141118,21,PM2.5,126.4
20141118,21,AQI,75
20141118,22,PM2.5,150.5
20141118,22,AQI,78
20141118,23,PM2.5,157.4
20141118,23,AQI,81
