date,hour,type,dongsi
20140920,0,PM2.5,136.1
20140920,0,AQI,128
20140920,1,PM2.5,132.7
20140920,1,AQI,132
20140920,2,PM2.5,138.2
20140920,2,AQI,134
20140920,3,PM2.5,138.8
20140920,3,AQI,137
20140920,4,PM2.5,134.4
20140920,4,AQI,138
20140920,5,PM2.5,130.7
20140920,5,AQI,139
20140920,6,PM2.5,124.1
20140920,6,AQI,140
20140920,7,PM2.5,110.3
20140920,7,AQI,140
20140920,8,PM2.5,107.3
20140920,8,AQI,141
20140920,9,PM2.5,116.9
20140920,9,AQI,142
20140920,10,PM2.5,117.6
20140920,10,AQI,142
20140920,11,PM2.5,130.9
20140920,11,AQI,141
20140920,12,PM2.5,133.9
20140920,12,AQI,141
20140920,13,PM2.5,131.4
20140920,13,AQI,142
20140920,14,PM2.5,122.2
20140920,14,AQI,144
20140920,15,PM2.5,111.5
20140920,15,AQI,145
20140920,16,PM2.5,99.4
20140920,16,AQI,147
20140920,17,PM2.5,98.3
20140920,17,AQI,149
20140920,18,PM2.5,148.5
20140920,18,AQI,154
20140920,19,PM2.5,153.7
20140920,19,AQI,160
20140920,20,PM2.5,164
20140920,20,AQI,166
20140920,21,PM2.5,188.2
20140920,21,AQI,171
20140920,22,PM2.5,209.7
20140920,22,AQI,177
20140920,23,PM2.5,224.3
20140920,23,AQI,183
