date,hour,type,dongsi
20140418,0,PM2.5,119
20140418,0,AQI,152
20140418,1,PM2.5,123
20140418,1,AQI,151
20140418,2,PM2.5,118
20140418,2,AQI,155
20140418,3,PM2.5,120
20140418,3,AQI,157
20140418,4,PM2.5,116
20140418,4,AQI,156
20140418,5,PM2.5,117
20140418,5,AQI,154
20140418,6,PM2.5,120
20140418,6,AQI,155
20140418,7,PM2.5,141
20140418,7,AQI,162
20140418,8,PM2.5,111
20140418,8,AQI,160
20140418,9,PM2.5,161
20140418,9,AQI,176
20140418,10,PM2.5,176
20140418,10,AQI,196
20140418,11,PM2.5,153
20140418,11,AQI,200
20140418,12,PM2.5,168
20140418,12,AQI,214
20140418,13,PM2.5,
20140418,13,AQI,
20140418,14,PM2.5,
20140418,14,AQI,205
20140418,15,PM2.5,
20140418,15,AQI,198
20140418,16,PM2.5,
20140418,16,AQI,188
20140418,17,PM2.5,
20140418,17,AQI,190
20140418,18,PM2.5,
20140418,18,AQI,188
20140418,19,PM2.5,
20140418,19,AQI,189
20140418,20,PM2.5,
20140418,20,AQI,171
20140418,21,PM2.5,
20140418,21,AQI,148
20140418,22,PM2.5,
20140418,22,AQI,121
20140418,23,PM2.5,
20140418,23,AQI,104
