date,hour,type,dongsi
20140810,0,PM2.5,24.2
20140810,0,AQI,111
20140810,1,PM2.5,23.7
20140810,1,AQI,108
20140810,2,PM2.5,25.5
20140810,2,AQI,104
20140810,3,PM2.5,28.7
20140810,3,AQI,100
20140810,4,PM2.5,28.4
20140810,4,AQI,96
20140810,5,PM2.5,35.3
20140810,5,AQI,92
20140810,6,PM2.5,34.3
20140810,6,AQI,86
20140810,7,PM2.5,42.7
20140810,7,AQI,80
20140810,8,PM2.5,31.9
20140810,8,AQI,73
20140810,9,PM2.5,31.4
20140810,9,AQI,66
20140810,10,PM2.5,44
20140810,10,AQI,62
20140810,11,PM2.5,43.6
20140810,11,AQI,60
20140810,12,PM2.5,43.8
20140810,12,AQI,57
20140810,13,PM2.5,43.8
20140810,13,AQI,55
20140810,14,PM2.5,30.7
20140810,14,AQI,81
20140810,15,PM2.5,28.7
20140810,15,AQI,77
20140810,16,PM2.5,33.2
20140810,16,AQI,70
20140810,17,PM2.5,27.1
20140810,17,AQI,59
20140810,18,PM2.5,29.9
20140810,18,AQI,49
20140810,19,PM2.5,44.1
20140810,19,AQI,52
20140810,20,PM2.5,58
20140810,20,AQI,49
20140810,21,PM2.5,53.1
20140810,21,AQI,49
20140810,22,PM2.5,69.2
20140810,22,AQI,52
20140810,23,PM2.5,73.7
20140810,23,AQI,55
