date,hour,type,dongsi
20141201,0,PM2.5,19.4
20141201,0,AQI,149
20141201,1,PM2.5,18.5
20141201,1,AQI,153
20141201,2,PM2.5,9.6
20141201,2,AQI,152
20141201,3,PM2.5,8.2
20141201,3,AQI,150
20141201,4,PM2.5,5.1
20141201,4,AQI,148
20141201,5,PM2.5,3
20141201,5,AQI,146
20141201,6,PM2.5,3
20141201,6,AQI,142
20141201,7,PM2.5,3
20141201,7,AQI,138
20141201,8,PM2.5,3
20141201,8,AQI,138
20141201,9,PM2.5,3
20141201,9,AQI,138
20141201,10,PM2.5,3
20141201,10,AQI,138
20141201,11,PM2.5,3
20141201,11,AQI,138
20141201,12,PM2.5,3
20141201,12,AQI,138
20141201,13,PM2.5,
20141201,13,AQI,139
20141201,14,PM2.5,4.3
20141201,14,AQI,134
20141201,15,PM2.5,3.9
20141201,15,AQI,130
20141201,16,PM2.5,3
20141201,16,AQI,126
20141201,17,PM2.5,3.4
20141201,17,AQI,124
20141201,18,PM2.5,5.3
20141201,18,AQI,120
20141201,19,PM2.5,7.7
20141201,19,AQI,115
20141201,20,PM2.5,9.5
20141201,20,AQI,106
20141201,21,PM2.5,7.8
20141201,21,AQI,89
20141201,22,PM2.5,6.2
20141201,22,AQI,78
20141201,23,PM2.5,5.3
20141201,23,AQI,66
