date,hour,type,dongsi
20140104,0,PM2.5,77
20140104,0,AQI,68
20140104,1,PM2.5,82
20140104,1,AQI,66
20140104,2,PM2.5,76
20140104,2,AQI,66
20140104,3,PM2.5,69
20140104,3,AQI,66
20140104,4,PM2.5,66
20140104,4,AQI,65
20140104,5,PM2.5,65
20140104,5,AQI,64
20140104,6,PM2.5,74
20140104,6,AQI,64
20140104,7,PM2.5,82
20140104,7,AQI,67
20140104,8,PM2.5,78
20140104,8,AQI,69
20140104,9,PM2.5,91
20140104,9,AQI,72
20140104,10,PM2.5,119
20140104,10,AQI,77
20140104,11,PM2.5,125
20140104,11,AQI,82
20140104,12,PM2.5,130
20140104,12,AQI,88
20140104,13,PM2.5,147
20140104,13,AQI,94
20140104,14,PM2.5,170
20140104,14,AQI,102
20140104,15,PM2.5,178
20140104,15,AQI,111
20140104,16,PM2.5,192
20140104,16,AQI,120
20140104,17,PM2.5,199
20140104,17,AQI,130
20140104,18,PM2.5,196
20140104,18,AQI,138
20140104,19,PM2.5,194
20140104,19,AQI,146
20140104,20,PM2.5,206
20140104,20,AQI,155
20140104,21,PM2.5,183
20140104,21,AQI,162
20140104,22,PM2.5,160
20140104,22,AQI,167
20140104,23,PM2.5,172
20140104,23,AQI,172
