date,hour,type,dongsi
20150121,0,PM2.5,41.7
20150121,0,AQI,109
20150121,1,PM2.5,9
20150121,1,AQI,106
20150121,2,PM2.5,9.6
20150121,2,AQI,102
20150121,3,PM2.5,7.9
20150121,3,AQI,99
20150121,4,PM2.5,12.6
20150121,4,AQI,96
20150121,5,PM2.5,9.9
20150121,5,AQI,93
20150121,6,PM2.5,7
20150121,6,AQI,89
20150121,7,PM2.5,9.6
20150121,7,AQI,86
20150121,8,PM2.5,6.6
20150121,8,AQI,82
20150121,9,PM2.5,9.6
20150121,9,AQI,79
20150121,10,PM2.5,13.2
20150121,10,AQI,76
20150121,11,PM2.5,11.3
20150121,11,AQI,72
20150121,12,PM2.5,16.3
20150121,12,AQI,68
20150121,13,PM2.5,12.5
20150121,13,AQI,65
20150121,14,PM2.5,9
20150121,14,AQI,62
20150121,15,PM2.5,8
20150121,15,AQI,58
20150121,16,PM2.5,9.9
20150121,16,AQI,57
20150121,17,PM2.5,10.2
20150121,17,AQI,56
20150121,18,PM2.5,10.1
20150121,18,AQI,53
20150121,19,PM2.5,16.7
20150121,19,AQI,50
20150121,20,PM2.5,28
20150121,20,AQI,45
20150121,21,PM2.5,33.8
20150121,21,AQI,41
20150121,22,PM2.5,28.3
20150121,22,AQI,39
20150121,23,PM2.5,30.7
20150121,23,AQI,35
