date,hour,type,dongsi
20150128,0,PM2.5,53.3
20150128,0,AQI,47
20150128,1,PM2.5,49.3
20150128,1,AQI,47
20150128,2,PM2.5,42.1
20150128,2,AQI,47
20150128,3,PM2.5,25.3
20150128,3,AQI,47
20150128,4,PM2.5,16.1
20150128,4,AQI,47
20150128,5,PM2.5,11
20150128,5,AQI,47
20150128,6,PM2.5,12.1
20150128,6,AQI,51
20150128,7,PM2.5,10.5
20150128,7,AQI,52
20150128,8,PM2.5,10.1
20150128,8,AQI,50
20150128,9,PM2.5,10
20150128,9,AQI,50
20150128,10,PM2.5,13.8
20150128,10,AQI,51
20150128,11,PM2.5,15.1
20150128,11,AQI,48
20150128,12,PM2.5,15.6
20150128,12,AQI,46
20150128,13,PM2.5,20.6
20150128,13,AQI,46
20150128,14,PM2.5,28.8
20150128,14,AQI,46
20150128,15,PM2.5,35.1
20150128,15,AQI,46
20150128,16,PM2.5,45.6
20150128,16,AQI,49
20150128,17,PM2.5,47.4
20150128,17,AQI,50
20150128,18,PM2.5,46.3
20150128,18,AQI,50
20150128,19,PM2.5,54.9
20150128,19,AQI,50
20150128,20,PM2.5,59.8
20150128,20,AQI,51
20150128,21,PM2.5,77.9
20150128,21,AQI,52
20150128,22,PM2.5,
20150128,22,AQI,53
20150128,23,PM2.5,
20150128,23,AQI,52
