date,hour,type,dongsi
20141219,0,PM2.5,
20141219,0,AQI,155
20141219,1,PM2.5,
20141219,1,AQI,157
20141219,2,PM2.5,
20141219,2,AQI,157
20141219,3,PM2.5,
20141219,3,AQI,158
20141219,4,PM2.5,144.1
20141219,4,AQI,162
20141219,5,PM2.5,145.1
20141219,5,AQI,166
20141219,6,PM2.5,143.9
20141219,6,AQI,170
20141219,7,PM2.5,56.5
20141219,7,AQI,166
20141219,8,PM2.5,8.6
20141219,8,AQI,160
20141219,9,PM2.5,8.7
20141219,9,AQI,154
20141219,10,PM2.5,5.1
20141219,10,AQI,148
20141219,11,PM2.5,8
20141219,11,AQI,143
20141219,12,PM2.5,8.7
20141219,12,AQI,136
20141219,13,PM2.5,4.3
20141219,13,AQI,130
20141219,14,PM2.5,6.4
20141219,14,AQI,123
20141219,15,PM2.5,4
20141219,15,AQI,
20141219,16,PM2.5,3
20141219,16,AQI,
20141219,17,PM2.5,4.3
20141219,17,AQI,96
20141219,18,PM2.5,3
20141219,18,AQI,84
20141219,19,PM2.5,6.5
20141219,19,AQI,71
20141219,20,PM2.5,4.8
20141219,20,AQI,65
20141219,21,PM2.5,4.7
20141219,21,AQI,59
20141219,22,PM2.5,5.7
20141219,22,AQI,58
20141219,23,PM2.5,6.6
20141219,23,AQI,57
