date,hour,type,dongsi
20140902,0,PM2.5,24.5
20140902,0,AQI,146
20140902,1,PM2.5,41.5
20140902,1,AQI,143
20140902,2,PM2.5,49
20140902,2,AQI,141
20140902,3,PM2.5,54.9
20140902,3,AQI,139
20140902,4,PM2.5,38.9
20140902,4,AQI,135
20140902,5,PM2.5,19.5
20140902,5,AQI,131
20140902,6,PM2.5,17.7
20140902,6,AQI,127
20140902,7,PM2.5,17.4
20140902,7,AQI,122
20140902,8,PM2.5,14
20140902,8,AQI,117
20140902,9,PM2.5,13.6
20140902,9,AQI,111
20140902,10,PM2.5,18.8
20140902,10,AQI,105
20140902,11,PM2.5,22.8
20140902,11,AQI,98
20140902,12,PM2.5,31.3
20140902,12,AQI,92
20140902,13,PM2.5,28.5
20140902,13,AQI,85
20140902,14,PM2.5,18.9
20140902,14,AQI,78
20140902,15,PM2.5,15.3
20140902,15,AQI,72
20140902,16,PM2.5,15.8
20140902,16,AQI,67
20140902,17,PM2.5,14.1
20140902,17,AQI,63
20140902,18,PM2.5,5.4
20140902,18,AQI,56
20140902,19,PM2.5,3
20140902,19,AQI,49
20140902,20,PM2.5,9
20140902,20,AQI,41
20140902,21,PM2.5,3
20140902,21,AQI,32
20140902,22,PM2.5,3
20140902,22,AQI,30
20140902,23,PM2.5,3
20140902,23,AQI,29
