date,hour,type,dongsi
20150103,0,PM2.5,159.4
20150103,0,AQI,68
20150103,1,PM2.5,170.5
20150103,1,AQI,72
20150103,2,PM2.5,185.2
20150103,2,AQI,78
20150103,3,PM2.5,205
20150103,3,AQI,86
20150103,4,PM2.5,224.9
20150103,4,AQI,97
20150103,5,PM2.5,192.3
20150103,5,AQI,107
20150103,6,PM2.5,189.3
20150103,6,AQI,117
20150103,7,PM2.5,203.8
20150103,7,AQI,128
20150103,8,PM2.5,190.4
20150103,8,AQI,139
20150103,9,PM2.5,177.3
20150103,9,AQI,149
20150103,10,PM2.5,154.9
20150103,10,AQI,158
20150103,11,PM2.5,136.9
20150103,11,AQI,166
20150103,12,PM2.5,152.6
20150103,12,AQI,176
20150103,13,PM2.5,172.4
20150103,13,AQI,186
20150103,14,PM2.5,180.4
20150103,14,AQI,197
20150103,15,PM2.5,184.7
20150103,15,AQI,206
20150103,16,PM2.5,172.5
20150103,16,AQI,213
20150103,17,PM2.5,166.2
20150103,17,AQI,218
20150103,18,PM2.5,222.1
20150103,18,AQI,220
20150103,19,PM2.5,245.9
20150103,19,AQI,223
20150103,20,PM2.5,266.2
20150103,20,AQI,231
20150103,21,PM2.5,286
20150103,21,AQI,239
20150103,22,PM2.5,294.2
20150103,22,AQI,245
20150103,23,PM2.5,304.1
20150103,23,AQI,252
