date,hour,type,dongsi
20141203,0,PM2.5,89.7
20141203,0,AQI,64
20141203,1,PM2.5,91.3
20141203,1,AQI,65
20141203,2,PM2.5,71.6
20141203,2,AQI,66
20141203,3,PM2.5,25.9
20141203,3,AQI,67
20141203,4,PM2.5,11.2
20141203,4,AQI,68
20141203,5,PM2.5,8.1
20141203,5,AQI,68
20141203,6,PM2.5,6.6
20141203,6,AQI,68
20141203,7,PM2.5,4.3
20141203,7,AQI,69
20141203,8,PM2.5,4
20141203,8,AQI,69
20141203,9,PM2.5,6.7
20141203,9,AQI,69
20141203,10,PM2.5,3.9
20141203,10,AQI,69
20141203,11,PM2.5,3.6
20141203,11,AQI,68
20141203,12,PM2.5,5.7
20141203,12,AQI,67
20141203,13,PM2.5,8.5
20141203,13,AQI,66
20141203,14,PM2.5,7.9
20141203,14,AQI,66
20141203,15,PM2.5,7.3
20141203,15,AQI,67
20141203,16,PM2.5,8.7
20141203,16,AQI,68
20141203,17,PM2.5,3
20141203,17,AQI,67
20141203,18,PM2.5,6.5
20141203,18,AQI,67
20141203,19,PM2.5,8.4
20141203,19,AQI,66
20141203,20,PM2.5,6.5
20141203,20,AQI,65
20141203,21,PM2.5,4.9
20141203,21,AQI,63
20141203,22,PM2.5,3
20141203,22,AQI,62
20141203,23,PM2.5,4
20141203,23,AQI,60
