date,hour,type,dongsi
20141027,0,PM2.5,3
20141027,0,AQI,102
20141027,1,PM2.5,3
20141027,1,AQI,80
20141027,2,PM2.5,3
20141027,2,AQI,58
20141027,3,PM2.5,3
20141027,3,AQI,37
20141027,4,PM2.5,3
20141027,4,AQI,31
20141027,5,PM2.5,3
20141027,5,AQI,30
20141027,6,PM2.5,3
20141027,6,AQI,31
20141027,7,PM2.5,4.9
20141027,7,AQI,31
20141027,8,PM2.5,6.8
20141027,8,AQI,31
20141027,9,PM2.5,17
20141027,9,AQI,32
20141027,10,PM2.5,32.4
20141027,10,AQI,31
20141027,11,PM2.5,30.3
20141027,11,AQI,28
20141027,12,PM2.5,26.1
20141027,12,AQI,22
20141027,13,PM2.5,19.7
20141027,13,AQI,24
20141027,14,PM2.5,17
20141027,14,AQI,26
20141027,15,PM2.5,22.2
20141027,15,AQI,29
20141027,16,PM2.5,28.8
20141027,16,AQI,32
20141027,17,PM2.5,33.5
20141027,17,AQI,34
20141027,18,PM2.5,30.6
20141027,18,AQI,36
20141027,19,PM2.5,44.1
20141027,19,AQI,42
20141027,20,PM2.5,52.5
20141027,20,AQI,47
20141027,21,PM2.5,53.1
20141027,21,AQI,49
20141027,22,PM2.5,42.3
20141027,22,AQI,52
20141027,23,PM2.5,36.5
20141027,23,AQI,53
