date,hour,type,dongsi
20140310,0,PM2.5,62
20140310,0,AQI,128
20140310,1,PM2.5,37
20140310,1,AQI,127
20140310,2,PM2.5,35
20140310,2,AQI,125
20140310,3,PM2.5,34
20140310,3,AQI,124
20140310,4,PM2.5,35
20140310,4,AQI,124
20140310,5,PM2.5,43
20140310,5,AQI,120
20140310,6,PM2.5,32
20140310,6,AQI,115
20140310,7,PM2.5,41
20140310,7,AQI,111
20140310,8,PM2.5,65
20140310,8,AQI,110
20140310,9,PM2.5,69
20140310,9,AQI,110
20140310,10,PM2.5,69
20140310,10,AQI,108
20140310,11,PM2.5,72
20140310,11,AQI,104
20140310,12,PM2.5,83
20140310,12,AQI,102
20140310,13,PM2.5,71
20140310,13,AQI,98
20140310,14,PM2.5,80
20140310,14,AQI,94
20140310,15,PM2.5,83
20140310,15,AQI,92
20140310,16,PM2.5,88
20140310,16,AQI,90
20140310,17,PM2.5,88
20140310,17,AQI,90
20140310,18,PM2.5,116
20140310,18,AQI,92
20140310,19,PM2.5,132
20140310,19,AQI,93
20140310,20,PM2.5,140
20140310,20,AQI,95
20140310,21,PM2.5,152
20140310,21,AQI,99
20140310,22,PM2.5,133
20140310,22,AQI,102
20140310,23,PM2.5,158
20140310,23,AQI,106
