date,hour,type,dongsi
20141206,0,PM2.5,111.3
20141206,0,AQI,56
20141206,1,PM2.5,109.6
20141206,1,AQI,60
20141206,2,PM2.5,104.2
20141206,2,AQI,64
20141206,3,PM2.5,63.5
20141206,3,AQI,65
20141206,4,PM2.5,55.3
20141206,4,AQI,66
20141206,5,PM2.5,24.6
20141206,5,AQI,66
20141206,6,PM2.5,19.1
20141206,6,AQI,67
20141206,7,PM2.5,14.7
20141206,7,AQI,69
20141206,8,PM2.5,18.2
20141206,8,AQI,69
20141206,9,PM2.5,22.5
20141206,9,AQI,70
20141206,10,PM2.5,22.1
20141206,10,AQI,70
20141206,11,PM2.5,19.5
20141206,11,AQI,70
20141206,12,PM2.5,16.1
20141206,12,AQI,71
20141206,13,PM2.5,12.6
20141206,13,AQI,71
20141206,14,PM2.5,14.5
20141206,14,AQI,71
20141206,15,PM2.5,21.7
20141206,15,AQI,72
20141206,16,PM2.5,30
20141206,16,AQI,73
20141206,17,PM2.5,42.4
20141206,17,AQI,74
20141206,18,PM2.5,47.8
20141206,18,AQI,74
20141206,19,PM2.5,45
20141206,19,AQI,73
20141206,20,PM2.5,63.4
20141206,20,AQI,72
20141206,21,PM2.5,108.1
20141206,21,AQI,72
20141206,22,PM2.5,71.9
20141206,22,AQI,71
20141206,23,PM2.5,47.4
20141206,23,AQI,68
