date,hour,type,dongsi
20140501,0,PM2.5,90
20140501,0,AQI,125
20140501,1,PM2.5,93.5
20140501,1,AQI,126
20140501,2,PM2.5,99.8
20140501,2,AQI,127
20140501,3,PM2.5,106.6
20140501,3,AQI,128
20140501,4,PM2.5,118.4
20140501,4,AQI,130
20140501,5,PM2.5,128.6
20140501,5,AQI,132
20140501,6,PM2.5,132.5
20140501,6,AQI,134
20140501,7,PM2.5,137.8
20140501,7,AQI,135
20140501,8,PM2.5,148.1
20140501,8,AQI,137
20140501,9,PM2.5,165.1
20140501,9,AQI,140
20140501,10,PM2.5,168.3
20140501,10,AQI,141
20140501,11,PM2.5,150.9
20140501,11,AQI,134
20140501,12,PM2.5,143.2
20140501,12,AQI,137
20140501,13,PM2.5,156.3
20140501,13,AQI,142
20140501,14,PM2.5,145
20140501,14,AQI,145
20140501,15,PM2.5,136.9
20140501,15,AQI,148
20140501,16,PM2.5,148.5
20140501,16,AQI,152
20140501,17,PM2.5,143
20140501,17,AQI,156
20140501,18,PM2.5,89.4
20140501,18,AQI,158
20140501,19,PM2.5,59.3
20140501,19,AQI,156
20140501,20,PM2.5,59.6
20140501,20,AQI,155
20140501,21,PM2.5,44.9
20140501,21,AQI,154
20140501,22,PM2.5,30.5
20140501,22,AQI,151
20140501,23,PM2.5,28.3
20140501,23,AQI,149
