date,hour,type,dongsi
20140524,0,PM2.5,103.5
20140524,0,AQI,105
20140524,1,PM2.5,100.7
20140524,1,AQI,106
20140524,2,PM2.5,100.9
20140524,2,AQI,106
20140524,3,PM2.5,97.8
20140524,3,AQI,107
20140524,4,PM2.5,97.2
20140524,4,AQI,109
20140524,5,PM2.5,87.5
20140524,5,AQI,109
20140524,6,PM2.5,75.3
20140524,6,AQI,108
20140524,7,PM2.5,75.5
20140524,7,AQI,107
20140524,8,PM2.5,87.1
20140524,8,AQI,102
20140524,9,PM2.5,84.3
20140524,9,AQI,101
20140524,10,PM2.5,85.7
20140524,10,AQI,100
20140524,11,PM2.5,90.3
20140524,11,AQI,100
20140524,12,PM2.5,91.8
20140524,12,AQI,100
20140524,13,PM2.5,109.9
20140524,13,AQI,102
20140524,14,PM2.5,84.7
20140524,14,AQI,104
20140524,15,PM2.5,77.9
20140524,15,AQI,106
20140524,16,PM2.5,83.7
20140524,16,AQI,108
20140524,17,PM2.5,100.7
20140524,17,AQI,111
20140524,18,PM2.5,102.5
20140524,18,AQI,114
20140524,19,PM2.5,93.2
20140524,19,AQI,116
20140524,20,PM2.5,86.9
20140524,20,AQI,118
20140524,21,PM2.5,87.8
20140524,21,AQI,119
20140524,22,PM2.5,95.7
20140524,22,AQI,121
20140524,23,PM2.5,91.5
20140524,23,AQI,121
