date,hour,type,dongsi
20140614,0,PM2.5,22.3
20140614,0,AQI,80
20140614,1,PM2.5,19.2
20140614,1,AQI,78
20140614,2,PM2.5,24.6
20140614,2,AQI,74
20140614,3,PM2.5,26.5
20140614,3,AQI,70
20140614,4,PM2.5,24
20140614,4,AQI,65
20140614,5,PM2.5,22.2
20140614,5,AQI,61
20140614,6,PM2.5,7.6
20140614,6,AQI,55
20140614,7,PM2.5,11.9
20140614,7,AQI,50
20140614,8,PM2.5,17
20140614,8,AQI,44
20140614,9,PM2.5,23.3
20140614,9,AQI,39
20140614,10,PM2.5,22.3
20140614,10,AQI,37
20140614,11,PM2.5,16.7
20140614,11,AQI,37
20140614,12,PM2.5,29
20140614,12,AQI,52
20140614,13,PM2.5,38.6
20140614,13,AQI,53
20140614,14,PM2.5,41.6
20140614,14,AQI,102
20140614,15,PM2.5,46.6
20140614,15,AQI,114
20140614,16,PM2.5,43.3
20140614,16,AQI,121
20140614,17,PM2.5,47.4
20140614,17,AQI,130
20140614,18,PM2.5,46.7
20140614,18,AQI,129
20140614,19,PM2.5,57.3
20140614,19,AQI,113
20140614,20,PM2.5,65.2
20140614,20,AQI,99
20140614,21,PM2.5,68.7
20140614,21,AQI,78
20140614,22,PM2.5,79.3
20140614,22,AQI,59
20140614,23,PM2.5,94.3
20140614,23,AQI,62
