date,hour,type,dongsi
20140402,0,PM2.5,104
20140402,0,AQI,160
20140402,1,PM2.5,107
20140402,1,AQI,158
20140402,2,PM2.5,108
20140402,2,AQI,156
20140402,3,PM2.5,116
20140402,3,AQI,153
20140402,4,PM2.5,124
20140402,4,AQI,152
20140402,5,PM2.5,126
20140402,5,AQI,151
20140402,6,PM2.5,120
20140402,6,AQI,150
20140402,7,PM2.5,122
20140402,7,AQI,148
20140402,8,PM2.5,141
20140402,8,AQI,147
20140402,9,PM2.5,167
20140402,9,AQI,147
20140402,10,PM2.5,149
20140402,10,AQI,145
20140402,11,PM2.5,93
20140402,11,AQI,140
20140402,12,PM2.5,80
20140402,12,AQI,135
20140402,13,PM2.5,91
20140402,13,AQI,131
20140402,14,PM2.5,103
20140402,14,AQI,130
20140402,15,PM2.5,115
20140402,15,AQI,132
20140402,16,PM2.5,98
20140402,16,AQI,136
20140402,17,PM2.5,133
20140402,17,AQI,139
20140402,18,PM2.5,130
20140402,18,AQI,144
20140402,19,PM2.5,115
20140402,19,AQI,146
20140402,20,PM2.5,101
20140402,20,AQI,148
20140402,21,PM2.5,87
20140402,21,AQI,148
20140402,22,PM2.5,62
20140402,22,AQI,146
20140402,23,PM2.5,59
20140402,23,AQI,144
