date,hour,type,dongsi
20140412,0,PM2.5,88
20140412,0,AQI,77
20140412,1,PM2.5,92
20140412,1,AQI,78
20140412,2,PM2.5,92
20140412,2,AQI,80
20140412,3,PM2.5,89
20140412,3,AQI,80
20140412,4,PM2.5,100
20140412,4,AQI,81
20140412,5,PM2.5,93
20140412,5,AQI,83
20140412,6,PM2.5,104
20140412,6,AQI,85
20140412,7,PM2.5,111
20140412,7,AQI,88
20140412,8,PM2.5,125
20140412,8,AQI,92
20140412,9,PM2.5,142
20140412,9,AQI,98
20140412,10,PM2.5,146
20140412,10,AQI,104
20140412,11,PM2.5,122
20140412,11,AQI,108
20140412,12,PM2.5,123
20140412,12,AQI,112
20140412,13,PM2.5,110
20140412,13,AQI,116
20140412,14,PM2.5,115
20140412,14,AQI,121
20140412,15,PM2.5,91
20140412,15,AQI,124
20140412,16,PM2.5,91
20140412,16,AQI,127
20140412,17,PM2.5,91
20140412,17,AQI,129
20140412,18,PM2.5,127
20140412,18,AQI,133
20140412,19,PM2.5,123
20140412,19,AQI,136
20140412,20,PM2.5,103
20140412,20,AQI,138
20140412,21,PM2.5,120
20140412,21,AQI,141
20140412,22,PM2.5,90
20140412,22,AQI,141
20140412,23,PM2.5,94
20140412,23,AQI,141
