date,hour,type,dongsi
20140219,0,PM2.5,78
20140219,0,AQI,89
20140219,1,PM2.5,99
20140219,1,AQI,93
20140219,2,PM2.5,126
20140219,2,AQI,98
20140219,3,PM2.5,111
20140219,3,AQI,102
20140219,4,PM2.5,98
20140219,4,AQI,105
20140219,5,PM2.5,90
20140219,5,AQI,107
20140219,6,PM2.5,79
20140219,6,AQI,108
20140219,7,PM2.5,71
20140219,7,AQI,109
20140219,8,PM2.5,63
20140219,8,AQI,109
20140219,9,PM2.5,49
20140219,9,AQI,108
20140219,10,PM2.5,45
20140219,10,AQI,106
20140219,11,PM2.5,19
20140219,11,AQI,103
20140219,12,PM2.5,11
20140219,12,AQI,100
20140219,13,PM2.5,16
20140219,13,AQI,97
20140219,14,PM2.5,18
20140219,14,AQI,94
20140219,15,PM2.5,16
20140219,15,AQI,91
20140219,16,PM2.5,15
20140219,16,AQI,88
20140219,17,PM2.5,18
20140219,17,AQI,84
20140219,18,PM2.5,24
20140219,18,AQI,82
20140219,19,PM2.5,30
20140219,19,AQI,79
20140219,20,PM2.5,61
20140219,20,AQI,78
20140219,21,PM2.5,122
20140219,21,AQI,80
20140219,22,PM2.5,128
20140219,22,AQI,82
20140219,23,PM2.5,140
20140219,23,AQI,86
