date,hour,type,dongsi
20141004,0,PM2.5,115.9
20141004,0,AQI,154
20141004,1,PM2.5,92.1
20141004,1,AQI,152
20141004,2,PM2.5,76.4
20141004,2,AQI,151
20141004,3,PM2.5,73.5
20141004,3,AQI,150
20141004,4,PM2.5,59.1
20141004,4,AQI,148
20141004,5,PM2.5,51.9
20141004,5,AQI,144
20141004,6,PM2.5,42.3
20141004,6,AQI,139
20141004,7,PM2.5,38.1
20141004,7,AQI,136
20141004,8,PM2.5,38
20141004,8,AQI,134
20141004,9,PM2.5,43.9
20141004,9,AQI,134
20141004,10,PM2.5,42.1
20141004,10,AQI,132
20141004,11,PM2.5,52.2
20141004,11,AQI,132
20141004,12,PM2.5,62.1
20141004,12,AQI,131
20141004,13,PM2.5,74
20141004,13,AQI,130
20141004,14,PM2.5,74.7
20141004,14,AQI,129
20141004,15,PM2.5,84.9
20141004,15,AQI,127
20141004,16,PM2.5,84
20141004,16,AQI,123
20141004,17,PM2.5,81.7
20141004,17,AQI,118
20141004,18,PM2.5,86.4
20141004,18,AQI,114
20141004,19,PM2.5,90
20141004,19,AQI,109
20141004,20,PM2.5,92.7
20141004,20,AQI,105
20141004,21,PM2.5,85.9
20141004,21,AQI,101
20141004,22,PM2.5,57.9
20141004,22,AQI,97
20141004,23,PM2.5,52.9
20141004,23,AQI,93
