date,hour,type,dongsi
20140716,0,PM2.5,97.2
20140716,0,AQI,72
20140716,1,PM2.5,117.1
20140716,1,AQI,75
20140716,2,PM2.5,120
20140716,2,AQI,80
20140716,3,PM2.5,122.7
20140716,3,AQI,84
20140716,4,PM2.5,93.8
20140716,4,AQI,88
20140716,5,PM2.5,90.2
20140716,5,AQI,90
20140716,6,PM2.5,81.8
20140716,6,AQI,93
20140716,7,PM2.5,94.2
20140716,7,AQI,96
20140716,8,PM2.5,134.4
20140716,8,AQI,100
20140716,9,PM2.5,154.3
20140716,9,AQI,106
20140716,10,PM2.5,175.2
20140716,10,AQI,112
20140716,11,PM2.5,181.9
20140716,11,AQI,119
20140716,12,PM2.5,189.4
20140716,12,AQI,126
20140716,13,PM2.5,188.8
20140716,13,AQI,133
20140716,14,PM2.5,212.1
20140716,14,AQI,141
20140716,15,PM2.5,207.5
20140716,15,AQI,149
20140716,16,PM2.5,201.6
20140716,16,AQI,157
20140716,17,PM2.5,152.4
20140716,17,AQI,163
20140716,18,PM2.5,138.2
20140716,18,AQI,169
20140716,19,PM2.5,73.2
20140716,19,AQI,170
20140716,20,PM2.5,60.1
20140716,20,AQI,170
20140716,21,PM2.5,67.6
20140716,21,AQI,171
20140716,22,PM2.5,88
20140716,22,AQI,172
20140716,23,PM2.5,79
20140716,23,AQI,172
