date,hour,type,dongsi
20140901,0,PM2.5,108
20140901,0,AQI,113
20140901,1,PM2.5,99.7
20140901,1,AQI,113
20140901,2,PM2.5,97.2
20140901,2,AQI,113
20140901,3,PM2.5,96.4
20140901,3,AQI,112
20140901,4,PM2.5,100.2
20140901,4,AQI,113
20140901,5,PM2.5,103.1
20140901,5,AQI,116
20140901,6,PM2.5,104.3
20140901,6,AQI,118
20140901,7,PM2.5,111.3
20140901,7,AQI,119
20140901,8,PM2.5,112.3
20140901,8,AQI,121
20140901,9,PM2.5,122.5
20140901,9,AQI,124
20140901,10,PM2.5,132.2
20140901,10,AQI,126
20140901,11,PM2.5,156.5
20140901,11,AQI,130
20140901,12,PM2.5,154.5
20140901,12,AQI,135
20140901,13,PM2.5,151.6
20140901,13,AQI,139
20140901,14,PM2.5,158.4
20140901,14,AQI,143
20140901,15,PM2.5,131.4
20140901,15,AQI,145
20140901,16,PM2.5,101.9
20140901,16,AQI,146
20140901,17,PM2.5,102.6
20140901,17,AQI,147
20140901,18,PM2.5,128.3
20140901,18,AQI,150
20140901,19,PM2.5,139
20140901,19,AQI,153
20140901,20,PM2.5,152.6
20140901,20,AQI,157
20140901,21,PM2.5,147.9
20140901,21,AQI,160
20140901,22,PM2.5,29.7
20140901,22,AQI,156
20140901,23,PM2.5,24
20140901,23,AQI,151
