date,hour,type,dongsi
20140517,0,PM2.5,52.9
20140517,0,AQI,101
20140517,1,PM2.5,55.6
20140517,1,AQI,98
20140517,2,PM2.5,56.7
20140517,2,AQI,97
20140517,3,PM2.5,60.8
20140517,3,AQI,96
20140517,4,PM2.5,63.5
20140517,4,AQI,93
20140517,5,PM2.5,61.9
20140517,5,AQI,89
20140517,6,PM2.5,54.6
20140517,6,AQI,86
20140517,7,PM2.5,66.9
20140517,7,AQI,85
20140517,8,PM2.5,61.7
20140517,8,AQI,84
20140517,9,PM2.5,66.8
20140517,9,AQI,85
20140517,10,PM2.5,72.6
20140517,10,AQI,87
20140517,11,PM2.5,80.4
20140517,11,AQI,90
20140517,12,PM2.5,69.5
20140517,12,AQI,91
20140517,13,PM2.5,52.9
20140517,13,AQI,91
20140517,14,PM2.5,43.1
20140517,14,AQI,89
20140517,15,PM2.5,47.4
20140517,15,AQI,89
20140517,16,PM2.5,47.2
20140517,16,AQI,102
20140517,17,PM2.5,52
20140517,17,AQI,106
20140517,18,PM2.5,52.4
20140517,18,AQI,99
20140517,19,PM2.5,52
20140517,19,AQI,92
20140517,20,PM2.5,50.7
20140517,20,AQI,93
20140517,21,PM2.5,29.3
20140517,21,AQI,91
20140517,22,PM2.5,29.9
20140517,22,AQI,88
20140517,23,PM2.5,36.2
20140517,23,AQI,86
