date,hour,type,dongsi
20141215,0,PM2.5,93.7
20141215,0,AQI,89
20141215,1,PM2.5,113.1
20141215,1,AQI,89
20141215,2,PM2.5,185.4
20141215,2,AQI,93
20141215,3,PM2.5,199.1
20141215,3,AQI,97
20141215,4,PM2.5,216.7
20141215,4,AQI,105
20141215,5,PM2.5,223.9
20141215,5,AQI,114
20141215,6,PM2.5,220.6
20141215,6,AQI,123
20141215,7,PM2.5,63.3
20141215,7,AQI,124
20141215,8,PM2.5,3.2
20141215,8,AQI,122
20141215,9,PM2.5,7
20141215,9,AQI,120
20141215,10,PM2.5,6.2
20141215,10,AQI,119
20141215,11,PM2.5,7.3
20141215,11,AQI,118
20141215,12,PM2.5,4
20141215,12,AQI,117
20141215,13,PM2.5,3
20141215,13,AQI,115
20141215,14,PM2.5,3
20141215,14,AQI,113
20141215,15,PM2.5,3.9
20141215,15,AQI,112
20141215,16,PM2.5,3.2
20141215,16,AQI,111
20141215,17,PM2.5,3
20141215,17,AQI,107
20141215,18,PM2.5,3
20141215,18,AQI,102
20141215,19,PM2.5,3.6
20141215,19,AQI,99
20141215,20,PM2.5,4
20141215,20,AQI,97
20141215,21,PM2.5,3
20141215,21,AQI,94
20141215,22,PM2.5,3.8
20141215,22,AQI,91
20141215,23,PM2.5,3
20141215,23,AQI,88
