date,hour,type,dongsi
20140609,0,PM2.5,36.2
20140609,0,AQI,64
20140609,1,PM2.5,30.6
20140609,1,AQI,63
20140609,2,PM2.5,19.8
20140609,2,AQI,61
20140609,3,PM2.5,13.9
20140609,3,AQI,60
20140609,4,PM2.5,9.7
20140609,4,AQI,59
20140609,5,PM2.5,15.1
20140609,5,AQI,60
20140609,6,PM2.5,13.5
20140609,6,AQI,59
20140609,7,PM2.5,14.8
20140609,7,AQI,59
20140609,8,PM2.5,30.6
20140609,8,AQI,60
20140609,9,PM2.5,40.8
20140609,9,AQI,58
20140609,10,PM2.5,42.5
20140609,10,AQI,58
20140609,11,PM2.5,44.1
20140609,11,AQI,59
20140609,12,PM2.5,38.7
20140609,12,AQI,59
20140609,13,PM2.5,34.4
20140609,13,AQI,58
20140609,14,PM2.5,34.4
20140609,14,AQI,58
20140609,15,PM2.5,30.7
20140609,15,AQI,58
20140609,16,PM2.5,43.5
20140609,16,AQI,93
20140609,17,PM2.5,26.5
20140609,17,AQI,76
20140609,18,PM2.5,13.4
20140609,18,AQI,57
20140609,19,PM2.5,14.9
20140609,19,AQI,59
20140609,20,PM2.5,25.6
20140609,20,AQI,60
20140609,21,PM2.5,18.5
20140609,21,AQI,57
20140609,22,PM2.5,22
20140609,22,AQI,59
20140609,23,PM2.5,41.5
20140609,23,AQI,59
