date,hour,type,dongsi
20140503,0,PM2.5,22.3
20140503,0,AQI,49
20140503,1,PM2.5,22.2
20140503,1,AQI,50
20140503,2,PM2.5,23.2
20140503,2,AQI,51
20140503,3,PM2.5,25.8
20140503,3,AQI,53
20140503,4,PM2.5,23.5
20140503,4,AQI,54
20140503,5,PM2.5,20.5
20140503,5,AQI,56
20140503,6,PM2.5,21.2
20140503,6,AQI,57
20140503,7,PM2.5,47.1
20140503,7,AQI,60
20140503,8,PM2.5,68.8
20140503,8,AQI,63
20140503,9,PM2.5,59.3
20140503,9,AQI,62
20140503,10,PM2.5,55.8
20140503,10,AQI,63
20140503,11,PM2.5,58.1
20140503,11,AQI,64
20140503,12,PM2.5,57.5
20140503,12,AQI,66
20140503,13,PM2.5,50.1
20140503,13,AQI,68
20140503,14,PM2.5,49.2
20140503,14,AQI,73
20140503,15,PM2.5,20.9
20140503,15,AQI,73
20140503,16,PM2.5,19.3
20140503,16,AQI,73
20140503,17,PM2.5,21.4
20140503,17,AQI,75
20140503,18,PM2.5,33.5
20140503,18,AQI,82
20140503,19,PM2.5,62.2
20140503,19,AQI,94
20140503,20,PM2.5,46.4
20140503,20,AQI,101
20140503,21,PM2.5,21.6
20140503,21,AQI,104
20140503,22,PM2.5,27.9
20140503,22,AQI,106
20140503,23,PM2.5,25.2
20140503,23,AQI,108
