date,hour,type,dongsi
20141122,0,PM2.5,4.2
20141122,0,AQI,212
20141122,1,PM2.5,3
20141122,1,AQI,189
20141122,2,PM2.5,3
20141122,2,AQI,163
20141122,3,PM2.5,3
20141122,3,AQI,143
20141122,4,PM2.5,3
20141122,4,AQI,125
20141122,5,PM2.5,3
20141122,5,AQI,109
20141122,6,PM2.5,3
20141122,6,AQI,93
20141122,7,PM2.5,
20141122,7,AQI,
20141122,8,PM2.5,5.6
20141122,8,AQI,63
20141122,9,PM2.5,10.4
20141122,9,AQI,51
20141122,10,PM2.5,10.7
20141122,10,AQI,42
20141122,11,PM2.5,5
20141122,11,AQI,39
20141122,12,PM2.5,12.6
20141122,12,AQI,36
20141122,13,PM2.5,8.2
20141122,13,AQI,34
20141122,14,PM2.5,9
20141122,14,AQI,31
20141122,15,PM2.5,12.3
20141122,15,AQI,29
20141122,16,PM2.5,15
20141122,16,AQI,29
20141122,17,PM2.5,23.7
20141122,17,AQI,29
20141122,18,PM2.5,29.7
20141122,18,AQI,38
20141122,19,PM2.5,45.4
20141122,19,AQI,44
20141122,20,PM2.5,58.4
20141122,20,AQI,46
20141122,21,PM2.5,79.5
20141122,21,AQI,46
20141122,22,PM2.5,91.2
20141122,22,AQI,45
20141122,23,PM2.5,94.7
20141122,23,AQI,47
