date,hour,type,dongsi
20140125,0,PM2.5,45
20140125,0,AQI,174
20140125,1,PM2.5,45
20140125,1,AQI,
20140125,2,PM2.5,31
20140125,2,AQI,148
20140125,3,PM2.5,26
20140125,3,AQI,136
20140125,4,PM2.5,19
20140125,4,AQI,125
20140125,5,PM2.5,19
20140125,5,AQI,115
20140125,6,PM2.5,24
20140125,6,AQI,106
20140125,7,PM2.5,9
20140125,7,AQI,95
20140125,8,PM2.5,9
20140125,8,AQI,85
20140125,9,PM2.5,
20140125,9,AQI,
20140125,10,PM2.5,10
20140125,10,AQI,65
20140125,11,PM2.5,6
20140125,11,AQI,56
20140125,12,PM2.5,9
20140125,12,AQI,48
20140125,13,PM2.5,9
20140125,13,AQI,
20140125,14,PM2.5,11
20140125,14,AQI,38
20140125,15,PM2.5,13
20140125,15,AQI,33
20140125,16,PM2.5,12
20140125,16,AQI,31
20140125,17,PM2.5,11
20140125,17,AQI,29
20140125,18,PM2.5,11
20140125,18,AQI,
20140125,19,PM2.5,
20140125,19,AQI,
20140125,20,PM2.5,
20140125,20,AQI,
20140125,21,PM2.5,
20140125,21,AQI,
20140125,22,PM2.5,
20140125,22,AQI,
20140125,23,PM2.5,50
20140125,23,AQI,29
