date,hour,type,dongsi
20140713,0,PM2.5,23
20140713,0,AQI,32
20140713,1,PM2.5,35.3
20140713,1,AQI,52
20140713,2,PM2.5,39.5
20140713,2,AQI,53
20140713,3,PM2.5,22.1
20140713,3,AQI,34
20140713,4,PM2.5,16.1
20140713,4,AQI,30
20140713,5,PM2.5,21.4
20140713,5,AQI,35
20140713,6,PM2.5,8.2
20140713,6,AQI,18
20140713,7,PM2.5,5.9
20140713,7,AQI,18
20140713,8,PM2.5,3.6
20140713,8,AQI,20
20140713,9,PM2.5,3.6
20140713,9,AQI,22
20140713,10,PM2.5,4
20140713,10,AQI,24
20140713,11,PM2.5,4.9
20140713,11,AQI,29
20140713,12,PM2.5,3
20140713,12,AQI,33
20140713,13,PM2.5,4.3
20140713,13,AQI,36
20140713,14,PM2.5,8.7
20140713,14,AQI,39
20140713,15,PM2.5,10.4
20140713,15,AQI,41
20140713,16,PM2.5,5.4
20140713,16,AQI,42
20140713,17,PM2.5,9.6
20140713,17,AQI,33
20140713,18,PM2.5,11.4
20140713,18,AQI,28
20140713,19,PM2.5,31.2
20140713,19,AQI,33
20140713,20,PM2.5,25.5
20140713,20,AQI,39
20140713,21,PM2.5,37.6
20140713,21,AQI,52
20140713,22,PM2.5,35.5
20140713,22,AQI,44
20140713,23,PM2.5,38.2
20140713,23,AQI,43
