date,hour,type,dongsi
20140129,0,PM2.5,66
20140129,0,AQI,63
20140129,1,PM2.5,71
20140129,1,AQI,64
20140129,2,PM2.5,62
20140129,2,AQI,65
20140129,3,PM2.5,63
20140129,3,AQI,67
20140129,4,PM2.5,64
20140129,4,AQI,69
20140129,5,PM2.5,67
20140129,5,AQI,72
20140129,6,PM2.5,73
20140129,6,AQI,75
20140129,7,PM2.5,68
20140129,7,AQI,78
20140129,8,PM2.5,69
20140129,8,AQI,81
20140129,9,PM2.5,74
20140129,9,AQI,84
20140129,10,PM2.5,79
20140129,10,AQI,87
20140129,11,PM2.5,89
20140129,11,AQI,91
20140129,12,PM2.5,105
20140129,12,AQI,93
20140129,13,PM2.5,125
20140129,13,AQI,97
20140129,14,PM2.5,157
20140129,14,AQI,102
20140129,15,PM2.5,168
20140129,15,AQI,108
20140129,16,PM2.5,175
20140129,16,AQI,114
20140129,17,PM2.5,183
20140129,17,AQI,119
20140129,18,PM2.5,185
20140129,18,AQI,125
20140129,19,PM2.5,194
20140129,19,AQI,132
20140129,20,PM2.5,202
20140129,20,AQI,139
20140129,21,PM2.5,198
20140129,21,AQI,145
20140129,22,PM2.5,203
20140129,22,AQI,153
20140129,23,PM2.5,194
20140129,23,AQI,160
