date,hour,type,dongsi
20140217,0,PM2.5,159
20140217,0,AQI,347
20140217,1,PM2.5,135
20140217,1,AQI,334
20140217,2,PM2.5,85
20140217,2,AQI,319
20140217,3,PM2.5,112
20140217,3,AQI,305
20140217,4,PM2.5,54
20140217,4,AQI,289
20140217,5,PM2.5,46
20140217,5,AQI,274
20140217,6,PM2.5,51
20140217,6,AQI,260
20140217,7,PM2.5,64
20140217,7,AQI,247
20140217,8,PM2.5,55
20140217,8,AQI,234
20140217,9,PM2.5,69
20140217,9,AQI,223
20140217,10,PM2.5,80
20140217,10,AQI,213
20140217,11,PM2.5,84
20140217,11,AQI,205
20140217,12,PM2.5,82
20140217,12,AQI,200
20140217,13,PM2.5,79
20140217,13,AQI,194
20140217,14,PM2.5,87
20140217,14,AQI,189
20140217,15,PM2.5,79
20140217,15,AQI,181
20140217,16,PM2.5,76
20140217,16,AQI,172
20140217,17,PM2.5,75
20140217,17,AQI,165
20140217,18,PM2.5,68
20140217,18,AQI,153
20140217,19,PM2.5,71
20140217,19,AQI,141
20140217,20,PM2.5,81
20140217,20,AQI,131
20140217,21,PM2.5,69
20140217,21,AQI,121
20140217,22,PM2.5,51
20140217,22,AQI,110
20140217,23,PM2.5,45
20140217,23,AQI,103
