date,hour,type,dongsi
20150102,0,PM2.5,80
20150102,0,AQI,58
20150102,1,PM2.5,82.1
20150102,1,AQI,61
20150102,2,PM2.5,81.3
20150102,2,AQI,63
20150102,3,PM2.5,68.2
20150102,3,AQI,66
20150102,4,PM2.5,35.7
20150102,4,AQI,67
20150102,5,PM2.5,16.3
20150102,5,AQI,67
20150102,6,PM2.5,8.2
20150102,6,AQI,68
20150102,7,PM2.5,5.1
20150102,7,AQI,68
20150102,8,PM2.5,3.8
20150102,8,AQI,68
20150102,9,PM2.5,3.3
20150102,9,AQI,68
20150102,10,PM2.5,8
20150102,10,AQI,67
20150102,11,PM2.5,11.6
20150102,11,AQI,68
20150102,12,PM2.5,8.1
20150102,12,AQI,67
20150102,13,PM2.5,9.8
20150102,13,AQI,66
20150102,14,PM2.5,9.8
20150102,14,AQI,66
20150102,15,PM2.5,12.3
20150102,15,AQI,65
20150102,16,PM2.5,28.8
20150102,16,AQI,66
20150102,17,PM2.5,55.4
20150102,17,AQI,67
20150102,18,PM2.5,
20150102,18,AQI,68
20150102,19,PM2.5,
20150102,19,AQI,68
20150102,20,PM2.5,66.8
20150102,20,AQI,68
20150102,21,PM2.5,115.8
20150102,21,AQI,67
20150102,22,PM2.5,131.9
20150102,22,AQI,67
20150102,23,PM2.5,143.9
20150102,23,AQI,67
