date,hour,type,dongsi
20150105,0,PM2.5,245.7
20150105,0,AQI,243
20150105,1,PM2.5,188.4
20150105,1,AQI,240
20150105,2,PM2.5,144.9
20150105,2,AQI,236
20150105,3,PM2.5,148.2
20150105,3,AQI,232
20150105,4,PM2.5,149.6
20150105,4,AQI,230
20150105,5,PM2.5,130.4
20150105,5,AQI,230
20150105,6,PM2.5,187.7
20150105,6,AQI,233
20150105,7,PM2.5,194.6
20150105,7,AQI,236
20150105,8,PM2.5,169.4
20150105,8,AQI,237
20150105,9,PM2.5,
20150105,9,AQI,
20150105,10,PM2.5,143.3
20150105,10,AQI,239
20150105,11,PM2.5,
20150105,11,AQI,241
20150105,12,PM2.5,
20150105,12,AQI,245
20150105,13,PM2.5,26.3
20150105,13,AQI,242
20150105,14,PM2.5,25
20150105,14,AQI,239
20150105,15,PM2.5,16
20150105,15,AQI,234
20150105,16,PM2.5,9.4
20150105,16,AQI,227
20150105,17,PM2.5,10.4
20150105,17,AQI,218
20150105,18,PM2.5,6.2
20150105,18,AQI,209
20150105,19,PM2.5,5.1
20150105,19,AQI,194
20150105,20,PM2.5,7.7
20150105,20,AQI,174
20150105,21,PM2.5,6.1
20150105,21,AQI,152
20150105,22,PM2.5,3.5
20150105,22,AQI,133
20150105,23,PM2.5,5.9
20150105,23,AQI,119
