date,hour,type,dongsi
20150106,0,PM2.5,8.3
20150106,0,AQI,105
20150106,1,PM2.5,6
20150106,1,AQI,95
20150106,2,PM2.5,6.2
20150106,2,AQI,90
20150106,3,PM2.5,5.4
20150106,3,AQI,87
20150106,4,PM2.5,6.9
20150106,4,AQI,86
20150106,5,PM2.5,5.9
20150106,5,AQI,82
20150106,6,PM2.5,6.4
20150106,6,AQI,78
20150106,7,PM2.5,9.3
20150106,7,AQI,76
20150106,8,PM2.5,8.2
20150106,8,AQI,71
20150106,9,PM2.5,9.7
20150106,9,AQI,67
20150106,10,PM2.5,10.9
20150106,10,AQI,63
20150106,11,PM2.5,15.8
20150106,11,AQI,58
20150106,12,PM2.5,10.3
20150106,12,AQI,57
20150106,13,PM2.5,12.9
20150106,13,AQI,56
20150106,14,PM2.5,23.3
20150106,14,AQI,52
20150106,15,PM2.5,26.9
20150106,15,AQI,49
20150106,16,PM2.5,32.4
20150106,16,AQI,39
20150106,17,PM2.5,47.2
20150106,17,AQI,37
20150106,18,PM2.5,57
20150106,18,AQI,38
20150106,19,PM2.5,56
20150106,19,AQI,36
20150106,20,PM2.5,84.7
20150106,20,AQI,38
20150106,21,PM2.5,103.3
20150106,21,AQI,44
20150106,22,PM2.5,100.6
20150106,22,AQI,50
20150106,23,PM2.5,107.7
20150106,23,AQI,54
